"id";"name";"image1";"description";"image2";"main_description";"how_to";"how_not_to";"info";"exercise_type"
43;"Seitenheben einhändig";"";"Wie die Ubung mit beiden Händen, im Stehen oder im Sitzen, ist diese Bewegung sehr gut für den seitlichen Bereich
des Deltamuskels und hervorragend geeignet, um im Schulterbereich ein paar Millimeter an Breite hinzuzugewinnen.
Wird der Oberkörper leicht gebeugt und die andere Hand vorne abgestützt, lässt sich die Beanspruchung gezielter
auf den seitlichen Kopf ausrichten. Diese Übung mag als Nachahmung des beidseitigen Selthebens (siehe Übung 4)
angesehen werden, doch sie bietet bestimmte Varianten, die ihr eine ganz eigene Bedeutung verlelhen und die im
Folgenden erläutert werden.";"";"";"Sie stehen mit leicht gebeugten und gegrätschten Beinen und halten die
Kurzhantel mit halb gebeugtem Ellbogen im neutralen Griff auf einer Seite
des Körpers. Die andere Hand bleibt an der Taille oder stützt sich an einen
Gegenstand. Ohne die Haltung der Ellbogen oder des übrigen Körpers zu
verändern, wird der Arm bis ca. 90"" abgespreizt, Der Ellbogen wird bis zur
Höhe der Hand und der Schulter gehoben, während die Hantel parallel zum
Boden bleibt. Sie kann auch vor dem Körper aufgenommen werden. Es ist
zu berücksichtigen, dass dabei eine kleine Schwungphase erzielt wird (die
Ausführung ist weniger kontrolliert, lässt jedoch mehr Gewicht zu). Kontrolliert
absenken. Zu Beginn der Aufwärtsbewegung einatmen und am
Ende der Abwärtsbewegung ausatmen.";"die gleichen wie bei der ,,beidhändigen"" Ausführung, insbesondere
Schaukeln mit dem Körper, Heben der Hände, jedoch nicht der Ellbogen oder
umgekehrt, Drehung der Kurzhanteln am Ende der Bewegung und Ausführung einer
zu kurzen oder zu langen Bewegungsstrecke mit zu schwerem Gewicht.";"Es ist hllfreich, sich bei der Ausführung der Ubungen im Spiegel zu betrachten. Auf diese Weise lernt man gut, seine Bewegungen
zu perfektionieren. Bei Anfängern ist dies unerlässlich.";"free"
44;"Frontheben mit Kurzhanteln";"";"Die Ausführung kann auch mit beiden Händen gleichzeitig erfolgen, doch die getrennte AusfÜhrung verringert die
Spannung im Lendenbereich, Um das Schaukeln oder sonstiges Schummeln zu vermeiden, kann der Rücken an eine
Wand gelehnt werden. Die hier angegebenen Hauptmuskeln führen die Beugung von ca. 0o bis 55"" aus. Die übrigen
Muskeln helfen dabei oder dienen der weiteren Ausführung bis 120"" oder I B0'. An dieser Stelle soll daran erinnert
werden, dass der vordere Teil der Schulter auch bei Beanspruchung anderer Bereiche des Körpers (Brustmuskeln
,,.) stark trainiert wird, Drehungen des Unterarms (Ober-/Untergriff) ändern nichts an der Beteiligung der Schultern,
Drehungen des Arms hingegen durchaus. Die Variante im Untergriff (Handflächen nach oben) isoliert den vorderen
Bereich noch stärker, ruft jedoch ungewollte Spannungen im Bizeps hervor, Weniger Üblich ist die Ausführung in der
Rückenlage auf einer Bank oder mit geneigtem Oberkörper wie bei der Übung ,,schulterziehen"", was die Beanspruchung
auf einen anderen Bereich der Schulter verlagern würde (siehe die oben genannten Gradangaben).";"";"";"Sie stehen mit leicht gegrätschten Beinen und angespanntem 0berkörper
und halten die Kurzhanteln im Obergriff (Handflächen in Richtung des Körpers)
auf der Vorderseite der Schenkel, Diese werden vorne bis auf die
Höhe des Kopfes gehoben, am besten abwechselnd, ohne die Beugung der
Ellbogen zu verändern und ohne sie in der Mitte zusammenzuführen. Zu Beginn
der Bewegung Luft holen und am Ende des Absenkens ausatmen,";"Schaukeln mit dem Körper, um vielGewicht heben zu können, fehlende
Spannung bei der Abwärtsbewegung und vollständige Streckung der Ellbogen'";"Die Schulter verfügt zwar über verschiedene ,,Haltemuskeln"", doch besonders wichtig sind die tiefen, wie z. B. der Unterschulterblattmuskel
und der Untergrätenmuskel, Dies vermindert die relative lnstabilität des Gelenks, die angesichts seiner hohen Beweglichkeit
verständlich ist.";"free"
45;"Vorgebeugtes Seitheben im Stand";"";"Diese Ubung technisch korrekt auszuführen, ist schwierig. Sie kann den Rücken gefährden. Werden die Arme vom Körper
entfernt geführt und dieser waagerecht gehalten, lässt sich eine wirkungsvollere lsolierung des hinteren Teils des
Deltamuskels erzielen, als wenn die Ellbogen nach hinten geführt werden (wo der Rückenmuskel und die angrenzenden
14uskeln stark beteiligt werden). Beim Anheben des Gewichts ist es nicht zu vermeiden, dass sich beim Zusammenführen
bzw. der Adduktion der Schulterblätter auch der Trapez- und der Rautenmuskel bewegen; Ersterer erfährt
eine stärkere Betonung in seinem mittleren Teil, wenn die Arme in einerAußendrehung gehoben werden, und in seinem
unteren Teil, wenn die Bewegung diagonal nach vorne erfolgt. Die Ausführung mit nur einer Hand ist einfacher.
Dabei sind die Beine weiter gegrätscht, und dle freie Hand hält sich an einer festen Stütze. Auch hier wird der Ellbogen,
wie beim einhändigen Rudern (siehe Übung 4, ,,Rückenmuskeln""), getrennt vom Körper geführt, an Rückengeräten
ist der Arm ebenfalls abgespreizt (siehe Übungen 10.2, 11.2, 18,19 ..., ,,Rückenmuskeln"").";"";"";"Sie stehen mit leicht gegrätschten und halb gebeugten Beinen und fixiertem,
beinahe bis zur Horizontalen geneigten Oberkörper und halten die
Kurzhanteln im neutralen Griff Ellbogen nach hinten - vor dem Körper (in
der Luft). Sie werden seitlich bis auf die Höhe des Oberkörpers gehoben,
ohne die Beugung der Ellbogen zu verändern. Die Ellbogen müssen ausreichend
weit vom Oberkörper entfernt sein, um den Rückenmuskel nicht
zu sehr einzubeziehen. Zu Beginn der Aufwärtsbewegung Luft holen und
während der Abwärtsbewegung ausatmen, ohne jedoch die gesamte Luft
herauszulassen.";"Schaukeln mit dem Körper, fehlende Spannung beim Absenken des
Gewichts, Ellbogen eng am Körper und Veränderung der Ellbogenstreckung während
der Bewegung.";"ln diesem Buch wird immer wieder auf die einwandfreie Technik bei der Ausführung hingewiesen. Doch gelegentlich kann die
,,Schwungtechnik"" venruendet werden, um etwas mehr Gewicht zu bewältigen oder um die Anzahl an Wiederholungen zu steigern.
Anfänger sollten diese Technik nicht anwenden, denn bei mangelhafter Ausführung kann es zu Verletzungen kommen.";"free"
46;"Kurzhantelheben vor dem Körper in Seitenlage";"";"Für Anfänger ist dies eine komplizierte Ubung, die aber als interessante Abwandlung des herkömmlichen Seithebens
dienen kann. Der Lendenbereich wird nicht überbeansprucht, doch ist es schwierig, die Haltung auf der Bank zu bewahren.";"";"";"Seitlich auf einer Bank liegend, gut abgestützt, um das Gleichgewicht zu
halten, halten Sie die Kurzhantel mit der freien Hand senkrecht im Obergriff
(Handfläche in Richtung Boden). Sie senken die Kurzhantel vorne etwas
tiefer als bis zur Körperhöhe ab und heben sie anschließend durch Kontraktion
des hinteren Teils des Deltamuskels und der angrenzenden Muskeln
hoch, bis sie sich wieder in der Vertikalen befindet, Die Hantel kann mit
dem Daumen in Richtung Boden oder in Richtung Kopf gehalten werden, Zu
Beginn der Abwärtsbewegung einatmen und beim Erreichen der oberen
Position ausatmen.";"Ellbogen eng am Körper, um den Rückenmuskelzu Hilfe zu nehmen
(der bedeutend stärker ist als der Deltamuskel), Bewegen des gesamten Oberkörpers
und Beugen/Strecken des Ellbogens, um Schwung zu holen.";"Die drei Säulen des Muskelwachstums sind: intelligentes Training, ausgewogene Ernährung und ausreichende Erholung.";"free"
47;"Aufrechtes Rudern mit der Langhantel";"";"Es handelt sich um eine gute Ubung für den Deltamuskel, auf den Trapezmuskel wirkt sie sich etwas weniger aus, Bei
einem größeren Abstand der Hände zueinander (weiter geöffneter Griff) geht ein noch größerer Teil der Beanspruchung
aufden Deltamuskel über, Fälschlicherweise heißt es, diese Übung werde nurfür den Trapezmuskel ausgeübt.
ln Wlrklichkeit führt der Arm eine sehr ähnliche Bewegung aus wie beim ,,seitheben mit Kurzhanteln"" (siehe Übung
4), in diesem Falljedoch mit gebeugten Ellbogen. ln der Praxis führen die Sportler zusätzlich zum Heben der Arme
ein Schulterzucken aus, Das erklärt, weshalb sie ihren Trapezmuskel spüren (siehe Übung 1 0). Zusammengefasst
lässt sich sagen, dass diese Übung bei korrekterAusführung zwar gut ist, den Trapezmuskeljedoch nicht besonders
gezielt trainiert, Anfänger werden sie bei guter Anleitung ohne Schwierigkeiten ausführen können.";"";"";"Sie stehen mit leicht gegrätschten Beinen und geradem, fixiertem
#r Oberkörper und halten die Langhantel im Obergriff (Handflächen in
Richtung der Beine) vor die Oberschenkel, Die Hände sind etwas
mehr als schulterbreit auseinander. Dann die Hantel bis zum Schlüsselbein
nach oben ziehen, wobei sie immer nahe am Körper bleibt,
Die Ellbogen müssen angehoben werden und stets höher sein als die
Hände. Zu Beginn der Aufwärtsbewegung Luft holen, beim Absenken
die Luft ausstoßen,";"stärkeres Anheben der Hände als der Ellbogen, Schaukeln mit
dem Körper, Strecken der Stange nach vorne und Absenken, sobald sie oben ist (beansprucht
den vorderen Teil des Deltamuskels durch exzentrische Kontraktion, verbessert
jedoch das Training des Trapezmuskels nicht besonders).";"Um den oberen Bereich des Trapezmuskels zu trainieren, gibt es eine wirkungsvolle Ubung, die gleichzeitig womöglich die einfachste
Übung im Krafttraining ist: ,,schulterheben mit der Kurzhantel/Langhantel"". Mancherjedoch sucht unnötig nach komplizierten
Haltungen, Varianten und Geräten.";"free"
48;"Schulterheber mit Kurzhanteln";"";"Dies ist eine hervorragende, zugleich schwere und gezielte Übung für den Trapezmuskel und den Schulterblattheber.Sie beansprucht sehr gezielt den oberen Teil des Trapez und die angrenzenden Muskeln. Aufgrund ihrer Einfachheit ist sie für jedes niveau geeignet.Anfänger werden schnell Fortschritte beim verwendeten gewicht feststellen. anderre Varianten dieser Übung verbessern das Training des Trapezmuskels kaum.";"";"";"Leicht gegrätschte beine, geradem fixiertem oberkörper, neutraler griff seitlich vom körper. heben sie auf der ängstmöglichen bewegungsstrecke und versuchen sie zu halten. arme sind angespannt. kurz vor der aufwärtsbewegung einatmen und bei abwärtsbewegung ausatmen";"Drehen der Schultern bei schweren Sätzen, zu wenig oder zu viel
Gewicht, unvollständige Ausführung der Bewegungsstrecke, zukurze oder zu wenige
Sätze und Beugen der Ellbogen, um die Aufwärtsbewegung zu erleichtern.";"";"free"
49;"Außenrotation im Liegen";"";"Diese Übung ist sehr nützlich, um die ,,Rotatorenmanschette"" zu kräftigen, darf jedoch nie mit zu vielGewicht ausgeführt
werden (diese Rotation zur Seite ist schwächer als die zur Körpermitte). Empfohlen wird die Ausführung an
letzter Stelle nach jedem Schultertraining. Diese Bewegung kann ebenfalls bäuchlings auf eine Bank gelehnt erfolgen
(siehe ,,Bizeps - an eine Bank gelehnt"", Übung 8), auch hier bleibt der Beugungsgrad des Ellbogens unverändert
(bei ca.90"").";"";"";"Seitlich auf einer Bank oder auf einer Matte auf dem Boden liegend, wird eine Hantel im Hammergriff (neutraler
Griff) mit der oberen Hand gehalten. Der Ellbogen liegt im rechten Winkel auf der Seite des Körpers. Der
Arm wird um 80o gedreht und der Unterarm gesenkt, bis er sich parallel zum Boden befindet oder etwas weiter:
Die Beugung aller Gelenke bleibt unverändert, nur die Schulter wird von der Seite nach vorne gedreht. Die
Atmung folgt dem natürlichen Rhythmus. Alternativ kann beim Absenken des Gewichts eingeatmet und beim Ankommen
in der oberen Position ausgeatmet werden.";"zu schweres Gewicht, schnelles Ausführen der Bewegung, Abheben
des Ellbogens vom Körper und zu starke Einbeziehung des hinteren Teils des Deltamuskels.";"";"free"
50;"Innenrotation im Liegen";"";"Es ist zu berücksichtigen, dass die Muskeln, die die lnnenrotation ausführen, in der Regel kräftig und gut trainiert
sind, im Gegensatz zu den vorher behandelten (siehe Übung 1 1 ). Auch im Liegen (auf dem Rücken) lässt sich diese
Übung bequem und wirksam ausführen. Manche Fachleute stellen die Rolle des breiten Rückenmuskels und der angrenzenden
Muskeln bei dieser Übung in Frage, vielleicht zu Recht.";"";"";"Die Ausführung erfolgt in der gleichen Haltung und es gelten die gleichen Erläuterungen wie bei der ,,Außenrotation""
für die Schulter (siehe Übung 11), doch nun wird die Kurzhantel in der unteren Hand gehalten (die
Haltung ist etwas gezwungener). Es wird eine lnnenrotation der Schulter ausgeführt, die auf den Boden oder
auf die Bank gestützt ist, Die Atmung ist natürlich,";"zu viel Gewicht, schnelle Bewegungen, Konzentration auf diese
Übung statt auf die wichtigere Außenrotation und falsche Technik,";"";"free"
51;"Frontheben auf der Bank mit gebeugtem Ellbogen";"";"Wie bei ähnlichen Ubungen bereits erwähnt, wird der vordere Teil der Schulter stark mitbeansprucht, wenn andere
Bereiche des Körpers trainiert werden, weshalb diese Übung keine große Rolle im Training einnehmen muss (das
bedeutet nicht, dass der vordere Teil nicht trainiert werden sollte). BeiVerwendung eines mittleren, nicht sehr hohen
Gewichts lässt sich in diesem Teil des Deltamuskels eine starke Durchblutung erzielen. Die Variante ,,Kurzhantelfrontdrücken""
mit Beugung wird in Übung 3.2 erklärt.";"";"";"Sie sitzen auf einer geneigten Bank (45' bis 60') und halten die Kurzhanteln im neutralen Griff zu beiden Seiten
des Körpers. Die Ellbogen sind halb gebeugt (niemals gestreckt), Sie werden vorne abwechselnd bis etwas
über den Kopf nach oben gehoben, Dabei bleibt die Beugung der Ellbogen unverändert. Die Ausführung kann
mit beiden Armen abwechselnd oder gleichzeitig erfolgen. Zu Beginn der Bewegung Luft holen und beim Absenken
ausatmen.";"zu starke Beugung des Ellbogens, Schwungholen beim Anheben,
Veränderung der Ellbogenbeugung, zu hohe Geschwindigkeit der Bewegung, vollständige
Streckung des Ellbogens,";"";"free"
52;"Schulterdrücken an der Wand";"";"Diese Übung ist nur für Fortgeschrittene geeignet und darf nur gelegentlich ausgeführt werden. An dieser Stelle soll
daran erinnert werden, dass Übungen, bei denen der Kopf tiefer liegt als das Herz, ungünstig sind, wie bei der Brustmuskelübung
,,Bankdrücken auf der Negativbank"" erläutert wurde (siehe Übung 3). lm Vergleich zu herkömmlichen
Übungen bietet diese Variante keinerlei Vorteil, weswegen sie im Grunde verzichtbar ist.";"";"";"Sie stehen auf den Händen (auf dem Boden oder zwischen Bänken), die Füße sind gegen die Wand gelehnt oder
an einer Sprossenleiter eingehakt. Der Kopf wird durch Beugen der Ellbogen in Richtung Boden und wieder nach
oben geführt.
Zu Beginn der Bewegung einatmen, am Ende der Aufwärtsbewegung ausatmen.";"gewohnheitsmäßige Ausführung dieser Ubung, lange Sätze und
Entwicklung einer falschen Technik,";"";"free"
53;"Kurzhantelheben nach vorne mit geneigtem Oberkörper";"";"Die Bewegung verläuft genau entgegengesetzt zu der Übung ,,strecken mit geraden Armen"" (siehe Übung 8,3),
Manche denken fälschlicherweise, dies sei eine Übung für den vorderen Teil der Schulte; doch da der Körper in der
Waagerechten bleibt und der Arm in einer passiven Beugung von 90o, wird dieser Teil des Deltamuskels so gut wie
gar nicht einbezogen. Es sind die übrigen Teile, die die stärkste Beanspruchung erfahren.";"";"";"Es wird die gleiche Stellung eingenommen wie bei der Übung ,,Kurzhantelrudern"" (siehe Übung 4, ,,Rückenmuskeln""):
mit der Hand und dem Knie der gleichen Körperseite auf eine waagerechte Bank gestützt, Die andere
Hand hält die Kurzhantel im neutralen Griff, während das gestreckte oder halb gebeugte Bein auf dem
Boden diagonal und leicht hinter dem Körper (je nach Größe) abgestützt wird. Der Oberkörper bleibt waagerecht
und auf einer Linie, Die Schulter wird nach vorne und der Arm nach oben bewegt, die Beugung der Ellbogen
bleibt unverändert. Während der Aufwärtsbewegung Luft holen und beim Absenken ausatmen.";"Schaukeln mit dem Arm, fehlende Spannung beim Absenken des
Gewichts und Zuhilfenahme des Oberkörpers bei der Aufwärtsbewegung.";"";"free"
54;"Schultersenken am Barren";"";"Es handelt sich um eine seltene Ubung, die zwei Bereiche der Skelettmuskulatur trainiert, die oft etwas in Vergessenheit
geraten, weil sie kaum sichtbar sind: den unteren Bereich des Trapezmuskels und den großen Brustmuskel.
Doch sie ist einfach, und ihre Einbeziehung ins Training wird empfohlen, Dabei ist die gesamte Bewegungsstrecke
(auch wenn sie kurz ist) langsam und kontrolliert auszuführen. Fortgeschrittene können sich etwas Zusatzgewicht
an einem Gürtel umhängen oder Kurzhanteln zwischen die überkreuzten Beine klemmen.";"";"";"Der Körper hängt am Barren, die Hände oder Ellbogen sind aufgestützt. Sie heben sich durch Druck auf die
Stangen ohne Beteiligung der Ellbogen senkrecht nach oben. Beim Absenken des Körpers einatmen, bei der
Aufwärtsbewegung ausatmen,";"zu schnelle Ausführung, kurze oder leichte Sätze und unvollständige
Bewegungsstrecke,";"Der Trapezmuskel ist aufgrund der Anordnung seiner Fasern und Knochenansätze eines der besten Beispiele, um zu verstehen,
wie ein Muskel eine Bewegung (2. B. das Anheben des Schulterblatts) und die Gegenbewegung (das Absenken desselben) ausführen
kann. Da der obere Teil besser sichtbar und auffälliger ist, neigen viele Menschen dazu, den mittleren und den unteren Teil zu
vernachlässigen.";"free"
55;"Kopfstrecken im Liegen";"";"Sehr gut trainierte Sportler können sich im Bereich des Hinterhaupts eine Hantelscheibe auflegen, um die Anspannung
zu erhöhen, oder Bänder mit Zusatzgewicht. Dies ist jedoch nicht immer empfehlenswert, da der Nackenbereich
empfindlich ist und vorsichtig trainiert werden muss. Eine Variante besteht darin, den Kopf nur nach vorne und nach
hinten zu bewegen, ihn also nicht zu beugen und zu strecken, sondern auf einer Linie zu heben und zu senken.
Dabei zeigt das Kinn in Richtung Boden, Die hier als Haupl bzw. Sekundärmuskeln angegebenen Muskeln sind je nach
gewählter Kombination aus Strecken und/oder Bewegen des Kopfes nach vorne austauschbar.";"";"";"Sie liegen in Bauchlage auf einer Flachbank. Die Brust liegt auf dem Rand und der Kopf geht über die Bank
hinaus, Um das Gleichgewicht zu halten, kann die Bank mit den Armen umfasst werden, Sie richten den Blick
nach vorne und setzen den Kopf anschließend sanft ab, bis Sie auf den Boden und noch weiter nach hinten
blicken. Die Ausführung ist auch mit geschlossenen Augen möglich, Die Atmung ist natürlich,";"zu vielZusatzgewicht, zu hohe Geschwindigkeit oder zu lange
Bewegungsstrecke (Zusammenprallen der Wirbelfortsätze ...).";"";"free"
56;"Kopfbeugen im Liegen";"";"Sehr gut trainierte Sportler können sich auf die Vorderseite des Körpers eine Hantelscheibe oder eine andere Art
von Zusatzgewicht auflegen (nicht uneingeschränkt zu empfehlen), müssen dabeiaber die Empfindlichkeit des trainierten
Bereichs beachten, Außerdem kann die Beugebewegung durch ein Bewegen des Kopfes nach vorne ersetzt
werden, das heißt, der Kopf wird auf einer geraden Linie nach oben und unten bewegt.
Die hier als Haupt- bzw. Sekundärmuskeln angegebenen Muskeln sind je nach gewählter Kombination aus Beugung
und/oder Vorbewegung des Kopfes austauschbar.";"";"";"Sie liegen rücklings auf einer Flachbank, die Schultern liegen am Rand der Bank auf und der Kopf ragt darüber
hinaus. Halten Sie sich seitlich an der Bank fest, um das Gleichgewicht zu wahren. Kopf und Hals werden
gebeugt, bis Sie zu den Füßen schauen, und dann nicht viel weiter als bis zur Waagerechten nach hinten fallengelassen,
Die Augen können dabei geschlossen werden, Die Atmung ist natürlich, vorzugsweise wird beim
Fallenlassen des Kopfes eingeatmet.";"zu vielZusatzgewicht und zu hohe Geschwindigkeit oder zu lange
Bewegungsstrecke,";"";"free"
57;"Kopfdrehen im Liegen";"";"Eine mögliche Variante ist, dieselbe Bewegung in Bauch- oder Rückenlage auszuführen (mit dem Blick zum Boden
oder zur Decke), Durch letztere Variante wird die Übung noch einfacher, Bei dieser Übung dürfen nie Zusatzgewichte
venvendet werden, Menschen, die nur ihre Beweglichkeit verbessern wollen, können diese Übung im Sitzen ausführen
und dabei abwechselnd zu beiden Seiten schauen, als wollten sie ,,nein"" sagen,";"";"";"Sie liegen seitlich auf einer Flachbank und stützen die Schulter auf die Bank. Sie schauen auf eine Seite (in Richtung
Boden) und drehen den Kopf über die Achse, bis Sie auf die gegenüberliegende Seite schauen (in Richtung
Decke, nicht mehr als etwa 170"" insgesamt). Wenn Sie es als angenehmer empfinden, können Sie die
Augen dabei geschlossen halten. Die Atmung erfolgt natürlich.";"Hinzunahme von Zusatzgewicht oder zu starke Steigerung der Geschwindigkeit
und Neigen des Kopfes beim Drehen.";"";"free"
58;"Schulterdrücken am Gerät";"";"Diese Übung entspricht dem Langhantel- oder Kurzhanteldrücken (siehe Übungen 1 und 2), und wie beijenen Übungen
ist darauf zu achten, dass sich die Beanspruchung auf den Deltamuskel konzentriert und nicht auf den Trizeps,
auch wenn dieser unvermeidlich mitarbeitet (sein langer Kopf etwas weniger). Ebenso ist die Empfindlichkeit dieses
Gelenks im Vergleich zu anderen zu bedenken. ln dieser Folge werden die Muskeln bei diesen und anderen Bewegungen
desselben Satzes betelligt: vorderer Teil des Deltamuskels, dicht gefolgt vom seitlichen und schließlich vom
hinteren Teil,
Verfügt das Gerät über unabhängige Hebel, kann die Übung wie beim ,,Beidhändigen Kurzhanteldrücken mit Halten
in der oberen Position"" ausgeführt werden (siehe Übung 2.4).";"";"";"Wir sitzen auf dem senkrecht oder leicht schräg stehenden Polster des
Geräts, die Griffe werden im 0bergriff (mit den Knöcheln nach hinten)
gehalten, Dabei sind die Hände etwas mehr als schulterbreit auseinander.
Absenken, bis sich die Hände seitlich vom Kopf befinden, dann bis
beinahe zur völligen Streckung nach oben drücken. Die Ellbogen bewegen
sich stets parallel zum Körper und nähern sich bei der Abwärtsbewegung
den Seiten. Zu Beginn der Abwärtsbewegung wird
eingeatmet, nach dem Anheben wird ausgeatmet,";"Aufnehmen des Gewichts aus der untersten Position durch
schlechte Konstruktion des Geräts, zu starkes Beugen des Lendenbereichs, falsche
Einstellung des Geräts (insbesondere Rückenlehne und Sitzhöhe), Durchstrecken der
Ellbogen in der oberen Position und Ausführen einer lnnendrehung des Arms bei der
Abwärtsbewegung (Bewegung der Ellbogen nach hinten).";"Die ,,Rotatorenmanschette"" setzt sich aus dem Unterschulterblattmuskel, dem Obergrätenmuskel, dem Untergrätenmuskel und dem
kleinen Rundmuskel zusammen. Sie spielen eine wichtige Rolle als ,,aktive Bände/' und verhindern das Auskugeln des Schulter.";"gerät"
59;"Frontdrücken an der Multipresse";"";"Zwar scheint diese Übung dem ,,schulterdrücken am Gerät"" (siehe Übung 21) zu gleichen, doch sie bietet Vorteile,
die bei jener Übung nicht immer möglich sind: Das Gewicht lässt sich von oben aufnehmen und die Griffbreite lässt
sich frei wählen, Beim Training ohne die Hilfe eines Partners muss die Stange nur gedreht werden und lässt sich so
auf einer beliebigen Höhe in der Halterung ablegen. Dazu kommt, dass die Bewegung immer senkrecht verläuft (an
anderen Geräten verläuft sie leicht schräg).
Wie bei anderen Übungen an der Multipresse kann das Gleichgewichtsgefühl dazu verleiten, die Ellbogen oben in
völlig gestreckter Haltung zu blockieren, was unbedingt zu vermeiden ist.";"";"";"Wir sitzen auf einer niedrigen Bank an der Multipresse und halten die Stange
im Obergriff (mit den Knöcheln nach hinten). Dabei sind die Hände etwas
mehr als schulterbreit gespreizt, Absenken, bis sich die Stange auf Kinnhöhe
befindet, dann bis beinahe zur völligen Streckung nach oben drücken. Die
Ellbogen bewegen sich stets parallel zum Körper und nähern sich bei der
Abwärtsbewegung den Seiten, lst der Kopf dabei im Weg, wird er leicht
nach hinten geneigt. Zu Beginn der Abwärtsbewegung wird eingeatmet,
während des Anhebens wird ausgeatmet.";"zu starkes Beugen des Lendenbereichs, falsche Einstellung der
Rückenlehne, Verwendung von zu hohem Gewicht (dieses Gerät verleitet dazu) und
Blockieren der Ellbogen in der oberen Position.";"Sowohl bei der Schulterübung ,,Frontdrücken/Military Press"" als auch bei der Variante ,,hinter dem Nacken"" erfolgt eine Außendrehung
des 0berarmknochens. Die am stärksten beteiligten Anteile des Muskels sind der vordere und der mittlere Deltamuskel.";""
60;"Seitenheben am Gerät";"";"Wie bei der Verwendung von Kurzhanteln (siehe Übung 4) ist diese Übung sehr gut für den seitlichen Bereich des
Deltamuskels. Sie eignet sich hervorragend, um an den Schultern ein paar Millimeteran Breite hinzuzugewinnen. Wenn
nicht zu viel Gewicht verwendet wird, ist es nicht gefährlich, die Bewegung ein paar Grad über die Waagerechte hinaus
auszuführen. Auf diese Weise wird der Trapezmuskel stärker beteiligt (denn der Deltamuskel kann den Arm nur
bis ca, 90"" abspreizen). Der Vorteil gegenüber den Kurzhanteln liegt darin, dass das Gerät die Haltung und die Bewegung
korrigiert sowie in der geringeren Spannung auf den Ellbogen und den Handgelenken. Nachteile können
sich aus einer ungünstigen Konstruktion des Geräts ergeben,
Obwohl dieses Gerät sehr nützlich und unbedingt zu empfehlen ist, ist es leider nicht sehr vielfältig, weswegen es in
Trainingsräumen selten anzutreffen ist.";"";"";"Sie sitzen am Gerät. Die Griffe werden mit gebeugten Ellbogen (je nach
Konstruktion des Geräts) zu beiden Seiten des Körpers gehalten, 0hne die
Haltung der Ellbogen und des übrigen Körpers zu verändern, werden die
Arme nach oben abgespreizt, bis sie sich parallel zum Boden befinden und
ein Kreuz bilden. Der Bewegung erfolgt aus den Ellbogen. Kontrolliert absenken.
Zu Beginn der Aufwärtsbewegung einatmen und am Ende der Abwärtsbewegung
ausatmen,";"unangemessene Einstellung des Gewichts oder der Bewegungsstrecke,
denn die Bewegung wird durch das Gerät geführt.";"Wir empfehlen, den Ellbogen beim ,,Seitheben"" mit freien Gewichten nicht zu sehr zu beugen (siehe Ubung 4). Der Leser könnte vermuien,
dass einige ,,Geräte für das Seitheben"" schlecht konstruiert sind, da sie genau diese Beugung des Ellbogens vorsehen. Dies
stimmt jedoch nicht, denn bei den Geräten mit einer solchen Konstruktion liegt der Angriffspunkt der Last in der Regel auf dem Ellbogen,
nicht auf der Hand (wie bei den freien Gewichten).";"gerät"
